,strike_dip_rakes,source_mechanisms,depths,noise_types,stfs,durations,velocity_model,cluster_assignments,source_mech_cat
938,"[(297.6334187791169, 74.31546839742384, -118.90590315352593), (181.5469654604975, 32.561050382942284, -30.15273902269351)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
939,"[(98.48308963827739, 59.14955302628032, 155.0138868941688), (201.92305170210165, 68.73802195983674, 33.3844104954581)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
940,"[(233.55717323821818, 37.346886656786495, 163.552342926015), (336.76506725222646, 80.10963847418677, 53.80097106013814)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
941,"[(253.46668870506636, 50.01529548095834, 77.50184835689461), (92.49870492765211, 41.57748041977795, 104.46924682085825)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
942,"[(303.20436507315486, 85.1122010885002, 50.906631501502915), (207.21768371592503, 39.34911222565425, 172.27705471709984)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
943,"[(100.77267865533263, 61.08352547696775, 6.1850510965160135), (7.773067790487188, 84.58853376533611, 150.94173428938927)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
944,"[(148.7653419832132, 47.674067314155124, 45.44811951239101), (24.394651740351353, 58.2067644228253, 127.60698804303087)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
945,"[(299.09650594569945, 84.12139244883562, -113.8310951993345), (196.04153938281226, 24.504317449391383, -14.296490390774082)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
946,"[(46.47358760065194, 81.17212391175735, -95.03009172489459), (256.3092073405065, 10.15049670715222, -60.55290372212276)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
947,"[(244.48186040186505, 57.33271790484308, 142.1425243317639), (357.24227023536616, 58.89394033831019, 39.07993059593284)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
948,"[(61.76171073164431, 57.15701872786256, 78.18106820890593), (262.86030325702285, 34.679425967795, 107.6039535277521)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
949,"[(219.6313111959627, 70.70307064122768, -100.08638183358073), (67.92398365084092, 21.684620125981972, -63.42640162050293)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
950,"[(77.73034059821067, 44.534646568177, -23.279029580229157), (184.78019268748358, 73.90825177640296, -132.1069432500829)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
951,"[(269.3599289750425, 76.48475044453211, -161.7706570880616), (174.95851310584084, 72.29244594816754, -14.201184623963133)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
952,"[(292.79666049849357, 59.651360220037375, -174.99480770100652), (200.2629352982097, 85.68209006592338, -30.444173514734686)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
953,"[(278.9259603941367, 79.34328482963589, 45.64312473173851), (178.21650105176087, 45.35860082691322, 164.93582370012976)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
954,"[(284.7301604479709, 81.13548836268836, -132.35839483015206), (185.13749845951116, 43.103673753212306, -13.033110720786295)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
955,"[(28.24309407460319, 29.93624507034961, 125.25198061761954), (169.04247650648608, 65.9506336649757, 71.61445933556442)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
956,"[(246.80182284096745, 49.28971850529245, 115.26838457894546), (30.908513830709595, 46.725934155178294, 63.61448710844319)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
957,"[(269.8468900890464, 55.94676055397132, 15.807701241287694), (170.83848307116116, 76.9561833533769, 144.91479388978902)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
958,"[(320.77757030284346, 72.50116788298578, -71.56335570482301), (92.82708577279837, 25.20737602315477, -135.0888614369923)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
959,"[(317.149249226762, 69.06994766102005, 35.74315456018099), (212.7306432040774, 56.93373104180179, 154.76917937857826)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
960,"[(282.9319333484411, 82.39902747078581, 50.490390859561266), (183.81900867397903, 40.11624032868065, 168.15383570584487)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
961,"[(27.367022884592448, 59.04991741946371, -61.61835166339389), (160.95509041683, 41.01559112721365, -128.40267055188127)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
962,"[(312.18428314997755, 85.12698343024176, -138.3443852902908), (217.86278842351152, 48.528355171946835, -6.509726480876039)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
963,"[(305.1173199300986, 80.13397208480804, -39.298916092378434), (43.1003504263776, 51.39121340105832, -167.3336924084416)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
964,"[(251.0336504070282, 31.340924081700496, 6.554553542106271), (155.4288844321642, 86.59621420256416, 121.17426037606562)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
965,"[(108.43692059476068, 75.52079809621806, 117.54899828946063), (224.0452824391007, 30.856409857679203, 29.17582147770848)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
966,"[(243.375351874566, 83.5486397539212, -177.09396085697446), (153.04855343180253, 87.11237870972086, -6.459597087440944)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
967,"[(232.100991447869, 83.74399184905172, 42.24034492076799), (136.45003288344495, 48.0687200375917, 171.57718073395543)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
968,"[(227.77825040085895, 79.5210326233098, -23.41495797995923), (322.28160020252983, 66.99821914619007, -168.60429042154044)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
969,"[(58.49322919750644, 57.50585721894194, -149.55440981414853), (310.969400229325, 64.6978959330819, -36.45695155529213)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
970,"[(293.8330742201272, 67.68492359224402, 4.505193502202536), (202.11943101763424, 85.8328216309356, 157.62257398805656)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
971,"[(61.95141087355547, 87.34903965939459, -75.09523507052391), (161.80913360582946, 15.133418118738236, -169.79545201191956)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
972,"[(225.9135116451511, 69.43546745156618, 160.47865955520527), (323.0123335624104, 71.76806003723667, 21.705030809589346)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
973,"[(272.242661824382, 48.3783609708698, -78.37686042662679), (75.03600795416175, 42.927334638064174, -102.77592204999316)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
974,"[(310.4668583048852, 65.90882514194502, -76.88952362342569), (100.75916306708619, 27.23938562826472, -116.89836494160515)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
975,"[(327.1069549151766, 26.015600482003787, 49.54604692036765), (190.60297353560802, 70.5031559544737, 107.57182469349227)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
976,"[(273.64989067970816, 84.32330523904545, -70.28171405991739), (19.078400929367493, 20.48786147833357, -163.58413529556995)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
977,"[(70.82674998455808, 45.86332423619192, 120.11262154560504), (211.0375080603957, 51.62372872765878, 62.658644365845824)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
978,"[(53.06676677161314, 84.66011800774413, -19.48506162062527), (144.95273604644234, 70.60289474774017, -174.33776415413146)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
979,"[(76.03761349492792, 65.23269359248023, -123.45617035696736), (313.6631826331543, 40.7499644967664, -39.92538466858203)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
980,"[(291.38749314771815, 23.923456636899342, -165.29613411804797), (187.89867156825215, 84.0921203910365, -66.77581360856426)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
981,"[(197.65950746187593, 75.43022619155978, 93.84551565734897), (2.699276535623147, 15.058089976329747, 75.5315416380501)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
982,"[(103.90979134435712, 78.31726869078051, 65.36490135537638), (350.0851511627722, 27.107850715933242, 153.61591417314693)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
983,"[(238.04742547886744, 32.761890113650686, 119.62033492019741), (23.984891282527435, 61.9376960723145, 72.35633985514794)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
984,"[(241.51512904535358, 75.18622961919246, 12.343208975333335), (148.3128340151629, 78.0731944161621, 164.851636592912)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
985,"[(96.18171244786285, 49.76482172208421, -29.987874748991985), (206.6243310051433, 67.56966156597596, -135.6696398068635)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
986,"[(241.17578494593215, 64.78787758472312, -27.977464829285754), (343.9258335239747, 64.88515452563524, -151.93666096844484)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
987,"[(317.5155948896095, 56.888966023737225, -98.34213421799062), (152.54147893273716, 34.02934641725312, -77.45796462549069)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
988,"[(251.38527680497023, 83.50061965280926, -82.145430346149), (20.7545821418143, 10.181897222561346, -140.18402499816978)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
989,"[(283.1190229578913, 86.92609871278191, -137.70543055476958), (190.326076146487, 47.78038373889928, -4.1523408228825085)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
990,"[(119.54720028811703, 80.75062326182648, -116.57635662019902), (11.73472120513687, 28.028880521801607, -20.001414210715584)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
991,"[(250.96572654591392, 52.1589127686482, -156.69664947322508), (146.16387499793922, 71.79542661452768, -40.225499460068946)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
992,"[(107.895144870589, 42.0167398328683, 157.8362772991501), (214.73323734947758, 75.37364714150598, 50.159631901688904)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
993,"[(90.18382823227053, 25.864538476105242, 21.416486995341092), (340.74398345006455, 80.83416582391477, 114.29125534119389)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
994,"[(29.013911550969265, 74.36339360354557, -60.262808161808636), (144.2734184935156, 33.261712007906965, -150.564978968392)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
995,"[(124.89822750965504, 86.90853257404613, -5.691933339292374), (215.206204950628, 84.3163773563625, -176.8932446368048)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
996,"[(209.84106546245425, 68.04687885361669, -108.02091882984968), (70.8709423708637, 28.1165533464858, -52.493376179892635)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
997,"[(90.24923709712391, 38.81791386157491, 168.25328069996203), (189.4520605512075, 82.6680806685017, 51.77298151638146)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
998,"[(121.66053292314662, 73.31883043906605, 136.22034704734483), (227.04058365132715, 48.488522629019315, 22.540054260574024)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
999,"[(92.38361725493698, 71.87922617801631, 20.427739048006064), (355.7759748022343, 70.62708831334889, 160.7501535672758)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1000,"[(139.83021074556902, 84.97476543451059, 119.79191021698513), (238.52893298383978, 30.174357348302298, 10.036250711787343)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1001,"[(60.17358591231805, 68.8479864930534, 85.22870171198612), (253.1977915858022, 21.659380500931608, 102.13285212120788)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1002,"[(241.59988953813527, 86.28104880842059, 168.3596857865727), (332.3654245567351, 78.38453953390913, 3.7968169010447275)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1003,"[(74.91623686734968, 67.19824137711221, -98.31655169395461), (275.5824162871578, 24.19482858588271, -71.0136946958521)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1004,"[(114.21078512238296, 77.78349818680721, 56.734356448891994), (6.333101120497717, 35.19431335506306, 158.46015512367325)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1005,"[(321.97119672659954, 52.19853029559012, 70.86488472275987), (171.48464689763804, 41.71339285974971, 112.90750621046256)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1006,"[(82.23824863076416, 78.07676784394305, -132.23034603324456), (339.41578787090583, 43.574911572547116, -17.441067220508547)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1007,"[(235.84950863605192, 74.50134349542668, 57.335973770501866), (123.22280450772035, 35.782995396671446, 152.80629277153835)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1008,"[(217.98128841109437, 81.81776281465044, 123.23938742667849), (320.23367801401275, 34.119078316293624, 14.698470638523382)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1009,"[(238.1946007433245, 74.70989557389325, -175.61907231391632), (147.0372225937501, 85.77443107406044, -15.332803602485225)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1010,"[(131.09279900761362, 62.14412141345506, 27.21430747214499), (27.58184648512132, 66.15095337761372, 149.2781790883536)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1011,"[(100.39457945021076, 40.38348850371389, 14.4301550899929), (359.30490038936364, 80.70855092325976, 129.47952108111352)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1012,"[(131.87247699545327, 77.42805020848418, -115.16233060825616), (17.01168357610814, 27.944071392939666, -27.67736278576093)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1013,"[(43.71188128309813, 62.141148368157815, 138.5655801395162), (156.12681128790925, 54.19241269962624, 35.18411521124772)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1014,"[(81.64478828484813, 47.4196421633882, 108.30480301921428), (235.59008813452826, 45.64754526547465, 71.13029652313035)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1015,"[(207.57789725514164, 69.44713993617202, 91.28296360228124), (23.927808610841122, 20.591134903808054, 86.58252959073094)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1016,"[(262.6375744908929, 61.54123509171515, 178.55964411044067), (353.3240535289204, 88.73372659024568, 28.46635112092994)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1017,"[(265.1927337294175, 34.62449692833816, -43.971882670134704), (33.638055780716094, 66.76512977217733, -116.4240987729925)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1018,"[(242.24834214784806, 85.62927039930008, 135.62523273486562), (336.5126701096637, 45.788035895299856, 6.103480194587503)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1019,"[(267.8774233647801, 73.97778285418805, 161.91567213864542), (3.027601652058054, 72.6409795131902, 16.80893779984983)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1020,"[(87.37877535570553, 76.22924450473056, 82.87008213975648), (295.1003334851892, 15.475328432939804, 116.8594929536264)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1021,"[(127.29173838324677, 37.20987759665541, -151.52916188105416), (13.932263715665835, 73.24470557092872, -56.27761763275612)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1022,"[(18.963323999771955, 79.60107085627766, -101.57107208679103), (247.56422456084474, 15.509676760965206, -42.455603880159885)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1023,"[(307.7042111488173, 72.59344617420032, 128.6021324719181), (58.245690520396565, 41.779927797120045, 26.678979271075804)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1024,"[(260.137193975031, 87.24240734221729, -174.2867699955066), (169.8614151582683, 84.29340777884724, -2.7713376713937707)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1025,"[(319.1010368232268, 75.23586150986496, 64.39987432174158), (201.0929580174139, 29.30156788021843, 148.61986294171862)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1026,"[(42.81790585847995, 77.2523706353954, -16.28812210411404), (136.50694468862514, 74.12410345138865, -166.73780927205354)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1027,"[(308.2037831919138, 45.50219787520852, 38.204429520378184), (189.32145009729587, 63.8233580787933, 128.64955265538546)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1028,"[(64.37338260684338, 89.48594812593862, -62.08220295060918), (155.34342312682233, 27.922148734694854, -178.90218276065605)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1029,"[(284.65108848653983, 56.43697180002691, -54.628634361814356), (52.56130084407225, 47.19781055388944, -131.10456536344742)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1030,"[(82.53780656981895, 69.71460169868425, 78.61145714340961), (292.6939675655302, 23.145566876614136, 118.11227725635968)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1031,"[(164.08778000677722, 57.63615013550104, -84.95441683558934), (334.72184597647055, 32.71251182008178, -97.90091542424798)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1032,"[(100.07600652364552, 73.14531228744575, -41.846808122166976), (204.6323852943494, 50.32120617284657, -157.8686846137541)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1033,"[(307.7851410061433, 34.10688819645755, 46.71603368666792), (176.46522518477627, 65.90832418818498, 114.90620789277398)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1034,"[(153.2382310401041, 79.11662367247202, 110.84605814951122), (269.6125674812172, 23.40343034747818, 28.38216770504176)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1035,"[(62.60795214136324, 21.124668708251793, -26.558408980809013), (177.605900349472, 80.72706030087204, -109.06480489627415)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1036,"[(316.64488694942276, 77.983389192635, -39.80293555257216), (56.48659916036405, 51.235438495743566, -164.51351847428907)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1037,"[(96.02638182651887, 71.13871396991874, -72.0268611303583), (230.92700432448467, 25.825419811691905, -132.09003564163115)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1038,"[(110.40064384109425, 68.95624837115069, 23.98072311074291), (11.325545880552824, 67.70824148283958, 157.1646357445797)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1039,"[(92.70052269410289, 71.08885645461247, -83.52130389217244), (253.39103209253116, 19.951646206079666, -108.22937326423629)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1040,"[(290.62957673518895, 40.9850033750084, 51.63528757798277), (156.98928201584488, 59.052987067616755, 118.33579686604116)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1041,"[(285.40343489159454, 78.86678107238063, 59.5633166329918), (177.21119683016465, 32.22464721844221, 158.77025200372688)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1042,"[(24.15557930434615, 42.97237552304058, -72.8560145012908), (181.29506496770352, 49.355924326303814, -105.35577356634607)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1043,"[(315.5866244069423, 79.99534734940072, 133.8620105423851), (55.8333253634954, 44.76127960146862, 14.283431299702988)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1044,"[(301.84016881095465, 81.73246922933507, 11.497608283351703), (210.16478745839822, 78.6234855746136, 171.56557894908534)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1045,"[(51.93275666682881, 41.66314340580904, 155.33981224179888), (160.8638650233199, 73.89745103288682, 51.038858980129696)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1046,"[(93.35473729913404, 45.693446826971545, -119.73271825493448), (312.62691042948853, 51.581462500012336, -63.06454408168163)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1047,"[(126.30589527845152, 62.78456881116299, -39.81983852374773), (237.17812207299033, 55.28590503425189, -146.1949463296999)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1048,"[(245.7576847927292, 49.477803115558395, -167.0145724073961), (147.23639802712012, 80.16513324498021, -41.25668505735596)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1049,"[(328.6102617333179, 89.5158305529053, 117.89494649841645), (59.52480519489242, 27.89881071007558, 1.0347897794958039)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1050,"[(310.15099062728626, 57.03197521277324, 94.55737926647696), (121.81764233089946, 33.24627850601201, 83.01587491704353)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1051,"[(129.40566973372557, 60.83735280353361, -57.167605626854325), (256.465362113195, 42.79840634584697, -134.17502489780827)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1052,"[(70.67856944262644, 64.83606903914429, -12.684030354545826), (166.1451613822978, 78.53697140030107, -154.2869813257965)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1053,"[(130.80317514180732, 83.73188393680397, 135.74878919738129), (226.8745613446281, 46.081533887530234, 8.718011574726194)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1054,"[(256.6651568810596, 73.97126339342007, -60.69635079371242), (12.860757619410256, 33.05617668697854, -149.58809779163104)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1055,"[(111.28060171496499, 80.07602562081559, 36.79866448008988), (13.934465097400563, 53.83999693248802, 167.67483646433084)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1056,"[(149.63444919104887, 41.381137860884934, 78.4130966213956), (344.917795607068, 49.63961796737304, 100.03512427994178)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1057,"[(289.59221990614355, 54.38721312936061, -66.65342789465433), (73.04460312514614, 41.71977974351342, -118.95460538946823)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1058,"[(273.7699636970698, 41.39831083333736, -133.44381435748855), (145.38979865843416, 61.30618628577611, -58.775640840998065)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1059,"[(117.36367302389523, 60.32089677068403, 80.80043215803748), (315.476178197535, 30.94770407069472, 105.67019928769862)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1060,"[(43.83940298608871, 33.52619000393167, -34.06659288799657), (163.24951907371187, 71.97786782549674, -118.75983642786858)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1061,"[(91.6013454676818, 86.06119105202062, -16.371745323864385), (182.75742154013366, 73.6680090118458, -175.89529274053655)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1062,"[(56.93360798044096, 63.7162803274827, 31.684834762627492), (311.64650478622383, 61.90451210874091, 149.8698353986961)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1063,"[(118.18953049006417, 68.49450589367393, -82.27853280823423), (277.8921531527702, 22.787662125892638, -108.82888451368845)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1064,"[(91.6776831674173, 77.79202438896209, -55.279323487355086), (198.64740397680595, 36.548639319381486, -159.20073208106427)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1065,"[(196.07238979038402, 35.892254627967, 107.1517223797451), (355.2172449206481, 55.931055216452094, 77.95303502556067)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1066,"[(318.5364586620576, 56.10699529075427, 67.29235266984311), (175.42167937871554, 40.02730741787231, 119.88268932131663)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1067,"[(41.38352239830102, 69.01572176584925, 132.9639548316948), (152.41590040044676, 46.90187709126019, 29.369505556679922)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1068,"[(112.67524657929233, 32.84916502642958, -152.40055358428438), (358.96492940253717, 75.44550593658064, -60.22185348924136)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1069,"[(61.66212872004643, 45.03820456786946, 95.29338145367828), (234.19238478463515, 45.20594712838532, 84.72207121838696)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1070,"[(226.85015926472795, 42.81212209427468, 130.39838388648602), (357.6118266329962, 58.83186556039411, 59.01937518269329)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1071,"[(66.45067718186736, 66.15279643005286, -133.4672644244089), (313.35097516396445, 48.40917087684065, -32.72284132214354)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1072,"[(247.1200426406491, 78.229908832472, 150.7380877080368), (343.64024703857064, 61.41088386769299, 13.433089359572348)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1073,"[(103.08233324543585, 47.22740629212753, 85.85359685363164), (289.1757576703497, 42.934453819104434, 94.46901043353584)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1074,"[(244.36597421521722, 76.32194356159931, -156.99323403589824), (148.63230288878694, 67.68146058378245, -14.81002681204573)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1075,"[(98.82044415918884, 47.99225580699825, -176.9148989714958), (6.754696666118318, 87.70809857746792, -42.049070394126005)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1076,"[(189.86561503521227, 80.77603503083095, -81.95067677121231), (328.4453940499691, 12.219316223457687, -130.76983041343496)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1077,"[(102.87390733027294, 57.391111538597706, -73.39389193405518), (253.91368753281418, 36.17330637593184, -114.07153323558191)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1078,"[(99.81670597192598, 84.60230632167593, 73.33534644091921), (352.3713806462021, 17.493400459693802, 161.76355319901683)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1079,"[(119.12616713680752, 80.080313612695, -5.2670930303736965), (210.0360045552646, 84.81186655810363, -170.03909168512027)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1080,"[(95.25897943487372, 77.87429930253388, -6.144196779441413), (186.55436120883806, 83.99339595282788, -167.80633347365261)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1081,"[(49.98355994312985, 75.76084819952261, -10.154106896525981), (142.5060132606206, 80.16100661607832, -165.54369817402295)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1082,"[(280.6394845849272, 75.48850751032187, 131.13049711123855), (26.64926558081248, 43.181977635920376, 21.479383992091762)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,0,0
1083,"[(104.77265959891382, 69.17980654009357, -65.18814431130929), (232.32635589342297, 31.959887083986867, -137.81787709970067)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1084,"[(299.82133349805156, 84.19194022692353, 128.35808716054504), (37.108197352147734, 38.728235364473456, 9.308584519274843)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1085,"[(273.31230288135856, 88.45027639358099, -6.471796024542414), (3.488076883126514, 83.53058127047017, -178.44034227435222)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
1086,"[(238.22296983835173, 64.28133719167113, -97.25021493097256), (74.56228167758722, 26.653945188226217, -75.31789029456445)]",DC,20000,,,0.0,crust2_m5_hardtop_16Hz,2,0
