,strike_dip_rakes,source_mechanisms,depths,noise_types,stfs,durations,velocity_model,cluster_assignments,source_mech_cat
1691,"[(254.08750863742853, 68.08657536932142, 155.18689527485776), (353.8774159848519, 67.08663631525376, 23.90213856841641)]",DC,20000,,lognorm,4,crust2_m5_hardtop_16Hz,1,0
1692,"[(313.55496432379795, 68.7924908362908, -89.35325804454833), (131.76763767662695, 21.216914038693897, -91.66624707376616)]",DC,20000,,lognorm,9,crust2_m5_hardtop_16Hz,1,0
1693,"[(325.3681904068863, 70.82644844714356, 53.957347510926766), (211.07667254572485, 40.20623672546813, 149.41818168759488)]",DC,20000,,lognorm,8,crust2_m5_hardtop_16Hz,1,0
1694,"[(92.09694784068942, 62.20297024311582, 63.277916446391444), (319.2872126320683, 37.80255531688691, 130.4631672921251)]",DC,20000,,lognorm,8,crust2_m5_hardtop_16Hz,1,0
1695,"[(95.7155241233076, 72.22375043994916, 26.43199442408196), (357.0858777230519, 64.92003399547798, 160.30082852451278)]",DC,20000,,lognorm,9,crust2_m5_hardtop_16Hz,1,0
1696,"[(299.98739514536686, 68.12429438438681, -166.41009703772548), (204.8406206382333, 77.40538071065663, -22.4440477588747)]",DC,20000,,lognorm,9,crust2_m5_hardtop_16Hz,1,0
1697,"[(47.76109112404704, 73.31035968904568, 31.837631706720142), (307.65010679677584, 59.649257502006044, 160.56132084980027)]",DC,20000,,lognorm,7,crust2_m5_hardtop_16Hz,1,0
1698,"[(220.19322720950072, 69.73951227677883, -121.57567407485567), (100.7954367058332, 36.94265076347307, -35.181816126085515)]",DC,20000,,lognorm,9,crust2_m5_hardtop_16Hz,1,0
1699,"[(31.817563074887445, 56.37250945784161, -61.262487216248296), (167.10119126432144, 43.105327989884834, -125.8633901108537)]",DC,20000,,lognorm,3,crust2_m5_hardtop_16Hz,1,0
1700,"[(320.2653485762468, 50.929283644655506, -113.23999411856747), (174.53306470868557, 44.489883671691956, -64.07829665162834)]",DC,20000,,lognorm,4,crust2_m5_hardtop_16Hz,1,0
1701,"[(335.9866686205639, 57.37916747670609, -91.77698189970934), (159.28043389630355, 32.66385717944093, -87.22624940459956)]",DC,20000,,lognorm,8,crust2_m5_hardtop_16Hz,1,0
1702,"[(262.8926986942922, 58.131268262854526, -44.57616823919678), (20.377097729988087, 53.41184479930853, -138.88659075235122)]",DC,20000,,lognorm,7,crust2_m5_hardtop_16Hz,1,0
1703,"[(266.8182901435775, 74.27795223746219, 32.58413168037966), (166.99284479894027, 58.775720049695, 161.52617521604276)]",DC,20000,,lognorm,6,crust2_m5_hardtop_16Hz,1,0
1704,"[(264.56115345461484, 17.237059087043004, 162.3432598753946), (11.471093368901824, 84.84331414110271, 73.52997637164945)]",DC,20000,,lognorm,6,crust2_m5_hardtop_16Hz,1,0
1705,"[(275.36871451715007, 42.62246128338214, -165.00993088182548), (174.22256401478975, 79.91263066130304, -48.36435422225274)]",DC,20000,,lognorm,3,crust2_m5_hardtop_16Hz,1,0
1706,"[(298.84303685963755, 69.18748158031983, -19.043143737653526), (35.83503540754859, 72.24245968355196, -158.09389362053207)]",DC,20000,,lognorm,9,crust2_m5_hardtop_16Hz,1,0
1707,"[(296.9944703466155, 70.9302671890543, -45.520867170709565), (45.39745779754853, 47.59633284005987, -153.73898467368866)]",DC,20000,,lognorm,6,crust2_m5_hardtop_16Hz,1,0
1708,"[(300.777999602529, 55.99209036134508, -90.08295309228727), (120.92631334369275, 34.00799863971936, -89.87705382942299)]",DC,20000,,lognorm,9,crust2_m5_hardtop_16Hz,1,0
1709,"[(231.38575852827282, 77.51979504956624, 117.50608092113652), (343.9252403795181, 30.002503225309518, 25.605473555103046)]",DC,20000,,lognorm,10,crust2_m5_hardtop_16Hz,1,0
1710,"[(256.53327284713487, 56.725044587544254, -172.38266685568865), (162.3366885976493, 83.63722332636176, -33.50831747828697)]",DC,20000,,lognorm,2,crust2_m5_hardtop_16Hz,1,0
1711,"[(328.4446318296803, 84.97039243006024, -107.01654494057055), (222.45966521144828, 17.72318220629496, -16.737861638256785)]",DC,20000,,lognorm,4,crust2_m5_hardtop_16Hz,1,0
1712,"[(224.3812012421729, 65.99113966794724, -76.74669867162011), (14.315923627027589, 27.23300702863519, -117.23507273540896)]",DC,20000,,lognorm,3,crust2_m5_hardtop_16Hz,1,0
1713,"[(277.1508893274705, 47.60095338015531, -171.6143726498001), (181.4744674160143, 83.81758837138419, -42.70584708726265)]",DC,20000,,lognorm,5,crust2_m5_hardtop_16Hz,1,0
1714,"[(29.639737278532973, 75.93616210048724, -61.63307073908367), (143.86962740171631, 31.400332633967125, -152.19893235924425)]",DC,20000,,lognorm,3,crust2_m5_hardtop_16Hz,1,0
1715,"[(292.3690499557465, 56.99471694565782, 151.86803254114966), (38.60683512896057, 66.70827630825877, 36.37357959184256)]",DC,20000,,lognorm,9,crust2_m5_hardtop_16Hz,1,0
1716,"[(262.53817205008164, 55.93573611996667, -178.26397345416052), (171.56558042192805, 88.56192756093668, -34.07647040064705)]",DC,20000,,lognorm,7,crust2_m5_hardtop_16Hz,1,0
1717,"[(240.09022072899864, 76.60580767961893, -93.06818367916615), (73.1185600626478, 13.734845913988348, -77.33201669605249)]",DC,20000,,lognorm,5,crust2_m5_hardtop_16Hz,1,0
1718,"[(281.2931477637843, 75.24846070947818, 100.44254069861324), (65.39579755372591, 18.006362884354232, 55.45809972906725)]",DC,20000,,lognorm,2,crust2_m5_hardtop_16Hz,1,0
1719,"[(318.88389418739666, 41.91890111184631, -150.33805223111858), (205.9182460272516, 70.69361396333774, -52.038960781881386)]",DC,20000,,lognorm,7,crust2_m5_hardtop_16Hz,1,0
1720,"[(255.3855377560568, 32.34201763119658, -2.4026242033160394), (347.4157827472988, 88.71493206980259, -122.31924645042984)]",DC,20000,,lognorm,10,crust2_m5_hardtop_16Hz,1,0
1721,"[(240.8041808781651, 16.384966743338367, -35.614945359824304), (5.302312759584801, 80.54512694254336, -103.44328603407529)]",DC,20000,,lognorm,6,crust2_m5_hardtop_16Hz,1,0
1722,"[(306.6875716081871, 45.019227831295616, 36.9680456511732), (188.67251743573928, 64.82558866098071, 128.64259634480746)]",DC,20000,,lognorm,7,crust2_m5_hardtop_16Hz,1,0
1723,"[(91.3169097545312, 75.67329000686824, -9.664727769428286), (183.72996953443442, 80.63858886077958, -165.47568943802978)]",DC,20000,,lognorm,7,crust2_m5_hardtop_16Hz,1,0
1724,"[(69.32985316989907, 87.63931734406658, 128.34461650755526), (162.3106784442026, 38.40604655835338, 3.80172495037698)]",DC,20000,,lognorm,3,crust2_m5_hardtop_16Hz,1,0
1725,"[(99.51032013928462, 48.90024092980753, -151.3956190262873), (349.7887768265925, 68.85210441056219, -44.816744721398564)]",DC,20000,,lognorm,4,crust2_m5_hardtop_16Hz,1,0
1726,"[(347.8657180211763, 79.94302343389737, 79.60448180732566), (214.27767414741396, 14.425498964148261, 135.49475959206487)]",DC,20000,,lognorm,10,crust2_m5_hardtop_16Hz,1,0
1727,"[(326.0935429602543, 53.26149830407983, 46.253091169412684), (204.09155743820895, 54.625839697791235, 132.81152411504635)]",DC,20000,,lognorm,5,crust2_m5_hardtop_16Hz,1,0
1728,"[(265.14433046619496, 74.29759080699404, -98.39429444171739), (113.74550205502214, 17.755401944890632, -62.558382658696786)]",DC,20000,,lognorm,3,crust2_m5_hardtop_16Hz,1,0
1729,"[(98.92280529773615, 49.34522166783537, -119.80501194514642), (320.24587699160907, 48.82993812585231, -59.93786185937738)]",DC,20000,,lognorm,7,crust2_m5_hardtop_16Hz,1,0
1730,"[(66.48686709890579, 9.403983716895903, -26.42752112319818), (182.60668085278766, 85.82969757143412, -98.43619537424995)]",DC,20000,,lognorm,1,crust2_m5_hardtop_16Hz,1,0
1731,"[(289.5632382397852, 84.44356565328566, 166.9068081190558), (20.853322268311423, 76.96941476234099, 5.703775811428039)]",DC,20000,,lognorm,3,crust2_m5_hardtop_16Hz,1,0
1732,"[(224.1173382400451, 63.43925005301752, 101.59728149824961), (19.464241661365012, 28.81266654786759, 68.09304884683131)]",DC,20000,,lognorm,9,crust2_m5_hardtop_16Hz,1,0
1733,"[(249.83413293579358, 89.45235967333946, 55.41072232627771), (159.04002810974276, 34.59307284068255, 179.03537924638914)]",DC,20000,,lognorm,1,crust2_m5_hardtop_16Hz,1,0
1734,"[(110.14983515707428, 20.61709490349393, -158.15602523573784), (359.584315603595, 82.47161949199317, -70.7506071971229)]",DC,20000,,lognorm,1,crust2_m5_hardtop_16Hz,1,0
1735,"[(130.1351398413771, 73.7784283841155, 130.73374603884415), (238.107722561546, 43.31584885651114, 24.02956117155154)]",DC,20000,,lognorm,3,crust2_m5_hardtop_16Hz,1,0
1736,"[(296.0173646376524, 81.41618610005763, -49.45247823563442), (35.91376050491795, 41.29207128235613, -166.92769258416436)]",DC,20000,,lognorm,3,crust2_m5_hardtop_16Hz,1,0
1737,"[(16.970346364096525, 70.77548433033672, -83.4353722434954), (177.70609588081456, 20.274256641541132, -108.15129933375215)]",DC,20000,,lognorm,7,crust2_m5_hardtop_16Hz,1,0
1738,"[(82.37652193716994, 70.71664231249974, 177.20132885715148), (173.30141117826236, 87.35845760371474, 19.304682294986787)]",DC,20000,,lognorm,10,crust2_m5_hardtop_16Hz,1,0
1739,"[(88.65249301955726, 84.73146448613997, 61.21484906893419), (349.1643772256626, 29.222688524214703, 169.1589913076903)]",DC,20000,,lognorm,4,crust2_m5_hardtop_16Hz,1,0
1740,"[(134.87394676850428, 35.201575113355844, 65.19572027401205), (344.3657738092255, 58.44783707649707, 106.48643570080603)]",DC,20000,,lognorm,5,crust2_m5_hardtop_16Hz,1,0
1741,"[(69.52131439772394, 78.70167352305661, -124.10907033648533), (323.3877288654115, 35.715483932331125, -19.609801599727685)]",DC,20000,,lognorm,5,crust2_m5_hardtop_16Hz,1,0
1742,"[(47.91309914544823, 86.87790914221544, 92.65775550996408), (187.47191011074278, 4.099283113151097, 49.63125343384075)]",DC,20000,,lognorm,2,crust2_m5_hardtop_16Hz,1,0
1743,"[(47.9172429088406, 42.995865836446264, -54.37203946997924), (183.50023558788337, 56.337714182593864, -118.50770476794085)]",DC,20000,,lognorm,1,crust2_m5_hardtop_16Hz,1,0
1744,"[(57.89318834713401, 40.60059057461673, 154.36163116794543), (167.9151316441393, 73.6450788476436, 52.30559346602872)]",DC,20000,,lognorm,4,crust2_m5_hardtop_16Hz,1,0
1745,"[(137.44421935238236, 68.33216854083399, -132.5222364202185), (25.513290479438908, 46.76929902941819, -30.44814846449278)]",DC,20000,,lognorm,8,crust2_m5_hardtop_16Hz,1,0
1746,"[(229.06018730641802, 88.4653009667881, 149.94555082188663), (319.948014628659, 59.95744224283041, 1.772949506760651)]",DC,20000,,lognorm,4,crust2_m5_hardtop_16Hz,1,0
1747,"[(99.07964886134548, 58.67479055476621, 18.952264258051365), (358.9572861732188, 73.89269672115971, 147.23885638761593)]",DC,20000,,lognorm,5,crust2_m5_hardtop_16Hz,1,0
1748,"[(83.58352226994744, 84.72542402375119, -139.16656485276766), (349.0412321196545, 49.37590075743259, -6.95666651349106)]",DC,20000,,lognorm,6,crust2_m5_hardtop_16Hz,1,0
1749,"[(43.47631728977488, 89.40374209366699, -91.34835744065522), (289.6250916485844, 1.474288182246362, -23.858241979503298)]",DC,20000,,lognorm,7,crust2_m5_hardtop_16Hz,1,0
1750,"[(124.58554080412148, 80.97979353317706, 23.922919240373094), (30.606934203756733, 66.39103519070731, 170.14797479633143)]",DC,20000,,lognorm,3,crust2_m5_hardtop_16Hz,1,0
1751,"[(135.85115955512788, 86.07098452870594, -99.41416707800317), (23.397576954405807, 10.194336188854484, -22.7772214836964)]",DC,20000,,lognorm,3,crust2_m5_hardtop_16Hz,1,0
1752,"[(321.0009876354112, 41.76253502641978, 41.75043840932288), (197.34682464560169, 63.6718960272527, 123.67037868572866)]",DC,20000,,lognorm,5,crust2_m5_hardtop_16Hz,1,0
1753,"[(265.37104178151986, 59.561824637972194, -127.99115983461195), (142.40217401591212, 47.19650204057551, -43.66932381943681)]",DC,20000,,lognorm,2,crust2_m5_hardtop_16Hz,1,0
1754,"[(71.59513857808854, 45.15962122404617, -162.63043472047175), (329.15688111329257, 77.77902494337613, -46.177141380127324)]",DC,20000,,lognorm,2,crust2_m5_hardtop_16Hz,1,0
1755,"[(311.3182829076689, 72.90409540230127, -33.70031858729886), (52.41084101388505, 57.97207607776577, -159.71127502394694)]",DC,20000,,lognorm,10,crust2_m5_hardtop_16Hz,1,0
1756,"[(281.7713850267144, 68.38474825416377, 11.301176609792002), (187.56110135241337, 79.50290740157308, 157.99781259641267)]",DC,20000,,lognorm,6,crust2_m5_hardtop_16Hz,1,0
1757,"[(49.261040977015135, 66.2053866089349, 42.40006782301987), (299.03674818826033, 51.90364086887415, 149.1580571715276)]",DC,20000,,lognorm,8,crust2_m5_hardtop_16Hz,1,0
1758,"[(144.8864556222452, 74.36825174747851, 112.94852662101604), (267.3583787550154, 27.526620810489007, 35.66392996178249)]",DC,20000,,lognorm,4,crust2_m5_hardtop_16Hz,1,0
1759,"[(237.19622682301835, 37.690933631425196, 115.1244774537718), (26.5442327390506, 56.388716373770585, 71.8379104995287)]",DC,20000,,lognorm,10,crust2_m5_hardtop_16Hz,1,0
1760,"[(286.5458760573989, 84.69842499152804, -77.67030307157043), (39.46075162560745, 13.404949624830662, -156.51207567079172)]",DC,20000,,lognorm,1,crust2_m5_hardtop_16Hz,1,0
1761,"[(163.06091169923857, 79.01385227563593, 73.2853687747322), (40.660899222364314, 19.91538595971952, 145.98120104964002)]",DC,20000,,lognorm,5,crust2_m5_hardtop_16Hz,1,0
1762,"[(333.1224533731035, 55.23668808781976, 79.18666836419993), (171.64226382198765, 36.20319618329347, 105.12582922855954)]",DC,20000,,lognorm,4,crust2_m5_hardtop_16Hz,1,0
1763,"[(116.61451369635424, 77.73456043662524, 127.82361302678068), (221.91852770049675, 39.477712153025365, 19.5204544017799)]",DC,20000,,lognorm,10,crust2_m5_hardtop_16Hz,1,0
1764,"[(229.90610465978568, 52.63899936156339, 139.21148272360148), (347.54237571574714, 58.718961753581546, 45.239405143391004)]",DC,20000,,lognorm,6,crust2_m5_hardtop_16Hz,1,0
1765,"[(320.2340549313508, 84.7888936194002, 130.6608017724171), (56.27012485794042, 40.935738138642556, 7.968009670908752)]",DC,20000,,lognorm,2,crust2_m5_hardtop_16Hz,1,0
1766,"[(263.0738700471696, 67.16442036657787, 148.47428494520855), (6.464471642350726, 61.190498973204846, 26.289579490678097)]",DC,20000,,lognorm,7,crust2_m5_hardtop_16Hz,1,0
1767,"[(269.6866788617521, 68.10603859536978, 112.66927773208464), (41.44409025607283, 31.108280761226297, 46.19799134202799)]",DC,20000,,lognorm,1,crust2_m5_hardtop_16Hz,1,0
1768,"[(301.81210238514024, 66.22320130470122, 142.4018287687473), (49.05988717731643, 56.05928850030464, 29.076548251404795)]",DC,20000,,lognorm,7,crust2_m5_hardtop_16Hz,1,0
1769,"[(256.4840421457231, 58.7239568508282, -156.49932172137065), (153.76302128365398, 70.07373638817124, -33.51960149711965)]",DC,20000,,lognorm,6,crust2_m5_hardtop_16Hz,1,0
1770,"[(274.0170238966625, 50.01169709904411, -164.8893154547755), (174.17286697184005, 78.47882046697394, -40.9838204909957)]",DC,20000,,lognorm,2,crust2_m5_hardtop_16Hz,1,0
1771,"[(63.09997262199356, 9.270403796056305, -31.71363257772264), (184.47775299985403, 85.14220597091479, -97.9052024376782)]",DC,20000,,lognorm,2,crust2_m5_hardtop_16Hz,1,0
1772,"[(268.16095049756797, 21.234942744828444, 177.27357826490785), (0.7025081664357357, 89.01283265965921, 68.78695604311736)]",DC,20000,,lognorm,2,crust2_m5_hardtop_16Hz,1,0
1773,"[(290.8047452337192, 67.76844430065253, -140.2907782814929), (183.36121059852334, 53.74372692219836, -27.98215593091888)]",DC,20000,,lognorm,7,crust2_m5_hardtop_16Hz,1,0
1774,"[(65.75995788552382, 59.953927951744745, -155.4919451283066), (322.9016195487543, 68.9563691004319, -32.44401266300115)]",DC,20000,,lognorm,4,crust2_m5_hardtop_16Hz,1,0
1775,"[(138.01881080947192, 54.052662716082594, 92.20036120055713), (314.27408674849346, 36.005555179970756, 86.96917733157339)]",DC,20000,,lognorm,6,crust2_m5_hardtop_16Hz,1,0
1776,"[(134.77459616009332, 70.58432759643092, -128.11900911672055), (21.814152369165758, 42.098764115240186, -29.725424325677405)]",DC,20000,,lognorm,8,crust2_m5_hardtop_16Hz,1,0
1777,"[(81.55228993050855, 65.1873945521237, -57.265108998157494), (204.6887950806205, 40.22377727734174, -139.47027096272797)]",DC,20000,,lognorm,8,crust2_m5_hardtop_16Hz,1,0
1778,"[(280.3597843367272, 43.71406436235702, 44.42132624479237), (155.04820726497394, 61.07312375520134, 124.3272740329154)]",DC,20000,,lognorm,5,crust2_m5_hardtop_16Hz,1,0
1779,"[(43.22504041957973, 78.73999980187126, -41.36318102315765), (142.98015285165627, 49.600780323780135, -165.14337887334915)]",DC,20000,,lognorm,3,crust2_m5_hardtop_16Hz,1,0
1780,"[(254.0979099724358, 30.242949634088575, 142.16272490820612), (17.959846208704295, 72.0034143725605, 65.27667497755945)]",DC,20000,,lognorm,1,crust2_m5_hardtop_16Hz,1,0
1781,"[(314.2808603696319, 61.58748501076647, -162.2041419955433), (215.597182470568, 74.40640590969905, -29.60377467209202)]",DC,20000,,lognorm,2,crust2_m5_hardtop_16Hz,1,0
1782,"[(232.67326669363513, 87.6618539245141, -28.329717008073516), (323.9332403942489, 61.6959963183484, -177.34414243245388)]",DC,20000,,lognorm,6,crust2_m5_hardtop_16Hz,1,0
1783,"[(268.67738526991866, 72.34072420415124, -119.15803511545018), (150.14330337144838, 33.682048042501954, -33.161264955685496)]",DC,20000,,lognorm,1,crust2_m5_hardtop_16Hz,1,0
1784,"[(123.7748743236294, 52.773247597129945, -145.52433339005796), (11.216541624613773, 63.210058417868815, -42.6652138801965)]",DC,20000,,lognorm,9,crust2_m5_hardtop_16Hz,1,0
1785,"[(327.35264701198804, 73.5363051979678, -84.01354482092114), (127.04739700224812, 17.489950562270096, -109.43841954029237)]",DC,20000,,lognorm,9,crust2_m5_hardtop_16Hz,1,0
1786,"[(239.550274616688, 49.408846109252686, 117.0787192429389), (21.391590224387034, 47.45796612911177, 62.0194736465265)]",DC,20000,,lognorm,9,crust2_m5_hardtop_16Hz,1,0
1787,"[(312.83897010999294, 87.28807669121021, 96.24755535053325), (66.21269886355186, 6.808619568788514, 23.521757595766505)]",DC,20000,,lognorm,4,crust2_m5_hardtop_16Hz,1,0
1788,"[(257.19206220993345, 71.71483289629383, -120.28549227327309), (138.94624605344615, 34.92309744989682, -33.23344939758541)]",DC,20000,,lognorm,6,crust2_m5_hardtop_16Hz,1,0
1789,"[(311.4949982202011, 20.19331286500175, -130.66666998626317), (173.96567500786443, 74.82130796770038, -76.52177511902714)]",DC,20000,,lognorm,6,crust2_m5_hardtop_16Hz,1,0
1790,"[(303.23750790110034, 60.91152926104628, 26.810739849661427), (199.43385018776308, 66.78674166573758, 148.0631743673087)]",DC,20000,,lognorm,10,crust2_m5_hardtop_16Hz,1,0
1791,"[(269.85553438886916, 50.66100826578707, -83.5145086740398), (79.68870472106, 39.78424100501963, -97.8464211385535)]",DC,20000,,lognorm,1,crust2_m5_hardtop_16Hz,1,0
1792,"[(273.9287778426439, 55.497935518574316, -78.84048224716783), (74.72721503673061, 36.04805654351855, -105.72628919195166)]",DC,20000,,lognorm,6,crust2_m5_hardtop_16Hz,1,0
1793,"[(63.430428395288125, 89.16348916432335, -137.0279460419055), (332.65120761085177, 47.03363449104052, -1.143193888286186)]",DC,20000,,lognorm,4,crust2_m5_hardtop_16Hz,1,0
1794,"[(256.39474927810494, 66.9048621985034, -118.23470823255113), (130.2467276120129, 35.864212589242534, -42.03132763217332)]",DC,20000,,lognorm,8,crust2_m5_hardtop_16Hz,1,0
1795,"[(245.00813722761146, 48.541138514091635, 84.95404501897565), (72.60442235025815, 41.709588116928714, 95.68555688739683)]",DC,20000,,lognorm,9,crust2_m5_hardtop_16Hz,1,0
1796,"[(244.7149098158741, 58.558797349565346, 168.57330956568978), (340.7334042824671, 80.26880295585445, 31.953997824731367)]",DC,20000,,lognorm,9,crust2_m5_hardtop_16Hz,1,0
1797,"[(222.7689936138295, 61.99610020974482, 127.0209916765724), (344.6759985739174, 45.17586375714658, 41.4517613763713)]",DC,20000,,lognorm,8,crust2_m5_hardtop_16Hz,1,0
1798,"[(280.06023845273285, 61.2877506318366, 14.808060539037058), (182.82228770505185, 77.04672800511565, 150.46499965605804)]",DC,20000,,lognorm,4,crust2_m5_hardtop_16Hz,1,0
1799,"[(112.59523728471137, 54.605269005443795, -34.94924327731218), (224.63335716708696, 62.16175995234497, -139.07951966211215)]",DC,20000,,lognorm,1,crust2_m5_hardtop_16Hz,1,0
1800,"[(93.74887924198183, 63.694345364741444, -101.25935497204179), (297.9400861339219, 28.45528430711856, -68.44790607531277)]",DC,20000,,lognorm,1,crust2_m5_hardtop_16Hz,1,0
1801,"[(84.04526610443197, 87.11847089219211, -16.89414221070893), (174.9199829617693, 73.12785855828828, -176.98873873941952)]",DC,20000,,lognorm,10,crust2_m5_hardtop_16Hz,1,0
1802,"[(292.5340077195895, 60.38429760489376, 63.39086412459819), (157.9244789783303, 38.987847203555944, 128.2362231147231)]",DC,20000,,lognorm,4,crust2_m5_hardtop_16Hz,1,0
1803,"[(310.9893990347666, 74.43894930807387, 78.5077311309115), (168.14703755636518, 19.25997249449158, 125.58218629660965)]",DC,20000,,lognorm,2,crust2_m5_hardtop_16Hz,1,0
1804,"[(49.22482460467442, 80.79383900487284, 73.35823512257419), (291.0672882082347, 18.95523206084505, 150.49316104854208)]",DC,20000,,lognorm,10,crust2_m5_hardtop_16Hz,1,0
1805,"[(214.51050406244423, 77.31966731227962, -76.79258494004229), (347.5971637790815, 18.230724783161488, -135.43940417949855)]",DC,20000,,lognorm,6,crust2_m5_hardtop_16Hz,1,0
1806,"[(114.91741284539461, 37.58030854539215, -155.3875646122076), (4.964359955405585, 75.28573894087762, -55.02186992757083)]",DC,20000,,lognorm,8,crust2_m5_hardtop_16Hz,1,0
1807,"[(69.87022146270172, 77.14135998442275, 63.06787098703194), (316.21420897962446, 29.63585717555917, 153.25271622744248)]",DC,20000,,lognorm,5,crust2_m5_hardtop_16Hz,1,0
1808,"[(48.82892838099891, 83.30855674715643, -44.19819075552384), (145.29331062312642, 46.18011911791081, -170.70627479569458)]",DC,20000,,lognorm,4,crust2_m5_hardtop_16Hz,1,0
1809,"[(265.6271883042978, 77.0103900936306, 71.17576082574627), (142.22809299140928, 22.736454012150034, 144.43865197031874)]",DC,20000,,lognorm,4,crust2_m5_hardtop_16Hz,1,0
1810,"[(159.17103659180012, 56.994897568047385, 83.34249843174372), (351.2654642834129, 33.59524513942222, 100.12003669803727)]",DC,20000,,lognorm,6,crust2_m5_hardtop_16Hz,1,0
1811,"[(233.79992435145397, 63.44559718419858, 133.1932177290165), (349.26231432133187, 49.296673604863166, 36.135522601666544)]",DC,20000,,lognorm,5,crust2_m5_hardtop_16Hz,1,0
1812,"[(213.4370540783361, 33.986055510653244, -57.86955516291555), (356.2957384310397, 61.74635387509567, -109.72520047881622)]",DC,20000,,lognorm,1,crust2_m5_hardtop_16Hz,1,0
1813,"[(233.99218453949442, 88.52551036451409, 42.099332535466615), (142.66029912141695, 47.91780701722713, 178.01313140508609)]",DC,20000,,lognorm,1,crust2_m5_hardtop_16Hz,1,0
1814,"[(95.80363477259563, 67.01688580572345, 51.04436508602847), (340.025793294636, 44.28262574213495, 145.9967995049103)]",DC,20000,,lognorm,10,crust2_m5_hardtop_16Hz,1,0
1815,"[(269.97643563654924, 67.08452649323415, -101.11792495559537), (116.75659604717583, 25.338684430050222, -65.4800721653679)]",DC,20000,,lognorm,1,crust2_m5_hardtop_16Hz,1,0
1816,"[(39.35021460701891, 79.613176327378, -61.224389669844086), (147.52432259370954, 30.44135029066975, -159.1545280292141)]",DC,20000,,lognorm,3,crust2_m5_hardtop_16Hz,1,0
1817,"[(290.18489340917495, 67.91866998224809, 23.684522040516775), (190.82123895891522, 68.1464072196031, 156.10708908851507)]",DC,20000,,lognorm,8,crust2_m5_hardtop_16Hz,1,0
1818,"[(312.25036541331616, 60.45268804725589, -70.69876109555993), (96.86878469598504, 34.809730873014246, -120.24621815427712)]",DC,20000,,lognorm,6,crust2_m5_hardtop_16Hz,1,0
1819,"[(84.88526735370655, 55.13177660045257, 74.73461455189968), (290.40463207094, 37.67219800984814, 110.6997832185346)]",DC,20000,,lognorm,10,crust2_m5_hardtop_16Hz,1,0
1820,"[(80.15668535216064, 36.933370439037695, 26.27852989438974), (328.6183660944537, 74.57163665623894, 123.98165044049581)]",DC,20000,,lognorm,1,crust2_m5_hardtop_16Hz,1,0
1821,"[(41.07394770045493, 48.66322399432075, 138.81443046296167), (161.09825371391935, 60.367939694717236, 49.451800919895106)]",DC,20000,,lognorm,4,crust2_m5_hardtop_16Hz,1,0
1822,"[(108.52660636945637, 85.32281484841306, -57.6880232297954), (205.87302285229163, 32.61240677926802, -171.29794108054722)]",DC,20000,,lognorm,1,crust2_m5_hardtop_16Hz,1,0
1823,"[(294.75339040568986, 56.1016444369758, 25.54958890278756), (189.824888285886, 69.0235216305096, 143.3227827609169)]",DC,20000,,lognorm,10,crust2_m5_hardtop_16Hz,1,0
1824,"[(328.0395847347001, 21.58572469049115, 62.60909685045835), (177.1673970084341, 70.93456114022982, 100.31590590093657)]",DC,20000,,lognorm,9,crust2_m5_hardtop_16Hz,1,0
1825,"[(59.281779668290426, 88.51949247468511, 104.38789486221137), (155.03300127362732, 14.462266451753708, 5.938104542998515)]",DC,20000,,lognorm,4,crust2_m5_hardtop_16Hz,1,0
1826,"[(71.08465215879983, 59.94759628590242, 70.569881540789), (286.2446589736962, 35.28668550009718, 119.89733327875967)]",DC,20000,,lognorm,3,crust2_m5_hardtop_16Hz,1,0
1827,"[(249.59289790490215, 71.58504181587413, -8.7708307572438), (342.3832137656098, 81.6815626589625, -161.3820905917175)]",DC,20000,,lognorm,10,crust2_m5_hardtop_16Hz,1,0
1828,"[(93.03598724720675, 45.34084647215424, 111.55538620501119), (243.69971383223907, 48.58147197713418, 69.60497008806361)]",DC,20000,,lognorm,7,crust2_m5_hardtop_16Hz,1,0
1829,"[(29.44369874079044, 74.31364979600953, 83.43947363998427), (232.48680054911958, 16.971163405162997, 112.13841465155585)]",DC,20000,,lognorm,8,crust2_m5_hardtop_16Hz,1,0
1830,"[(332.4860923696465, 42.131853386277065, 55.14669795346854), (195.68556268212905, 56.59850541367149, 117.33655379742527)]",DC,20000,,lognorm,10,crust2_m5_hardtop_16Hz,1,0
1831,"[(96.73959705515955, 51.12673850193786, -12.78778794864623), (194.84664121806372, 80.07716548900754, -140.4217971223182)]",DC,20000,,lognorm,3,crust2_m5_hardtop_16Hz,1,0
1832,"[(64.87397796996314, 48.77053943311075, 23.51326060559489), (318.87342103507916, 72.53943757505327, 136.29774493474181)]",DC,20000,,lognorm,3,crust2_m5_hardtop_16Hz,1,0
1833,"[(247.77704287738152, 62.43595929833016, -98.34813641142892), (85.37171598109474, 28.705385284956446, -74.45645960403824)]",DC,20000,,lognorm,5,crust2_m5_hardtop_16Hz,1,0
1834,"[(100.34155877359238, 47.69287568932184, -131.10878758542083), (332.6965702377575, 56.136152183697895, -54.15593578108644)]",DC,20000,,lognorm,1,crust2_m5_hardtop_16Hz,1,0
1835,"[(93.58440385253212, 50.6176928774464, 151.4806243094943), (202.60751395411847, 68.34358937076439, 43.05340650217936)]",DC,20000,,lognorm,6,crust2_m5_hardtop_16Hz,1,0
